
Testing the neural network:
Number: -658178, Predicted: even, Actual: even ✓
Number: -892221, Predicted: odd, Actual: odd ✓
Number: -115961, Predicted: odd, Actual: odd ✓
Number: 861073, Predicted: odd, Actual: odd ✓
Number: -888683, Predicted: odd, Actual: odd ✓
Number: -581691, Predicted: odd, Actual: odd ✓
Number: -701242, Predicted: even, Actual: even ✓
Number: -774033, Predicted: odd, Actual: odd ✓
Number: -880776, Predicted: even, Actual: even ✓
Number: -744405, Predicted: odd, Actual: odd ✓
Number: 508322, Predicted: even, Actual: even ✓
Number: -694706, Predicted: even, Actual: even ✓
Number: -451093, Predicted: odd, Actual: odd ✓
Number: -903043, Predicted: odd, Actual: odd ✓
Number: 235615, Predicted: odd, Actual: odd ✓
Number: 359927, Predicted: odd, Actual: odd ✓
Number: -268815, Predicted: odd, Actual: odd ✓
Number: 251113, Predicted: odd, Actual: odd ✓
Number: 343275, Predicted: odd, Actual: odd ✓
Number: 125686, Predicted: even, Actual: even ✓
Number: 464349, Predicted: odd, Actual: odd ✓
Number: -810963, Predicted: odd, Actual: odd ✓
Number: 84461, Predicted: odd, Actual: odd ✓
Number: -497658, Predicted: even, Actual: even ✓
Number: -251374, Predicted: even, Actual: even ✓
Number: -198243, Predicted: odd, Actual: odd ✓
Number: -301731, Predicted: odd, Actual: odd ✓
Number: -220415, Predicted: odd, Actual: odd ✓
Number: -700183, Predicted: odd, Actual: odd ✓
Number: -763008, Predicted: even, Actual: even ✓
Number: -171499, Predicted: odd, Actual: odd ✓
Number: -360884, Predicted: even, Actual: even ✓
Number: 433731, Predicted: odd, Actual: odd ✓
Number: 408419, Predicted: odd, Actual: odd ✓
Number: -572870, Predicted: even, Actual: even ✓
Number: 49031, Predicted: odd, Actual: odd ✓
Number: 552423, Predicted: odd, Actual: odd ✓
Number: 934055, Predicted: odd, Actual: odd ✓
Number: -639621, Predicted: odd, Actual: odd ✓
Number: -361635, Predicted: odd, Actual: odd ✓
Number: -408875, Predicted: odd, Actual: odd ✓
Number: -584566, Predicted: even, Actual: even ✓
Number: -381949, Predicted: odd, Actual: odd ✓
Number: -830636, Predicted: even, Actual: even ✓
Number: 395202, Predicted: even, Actual: even ✓
Number: -151486, Predicted: even, Actual: even ✓
Number: -404743, Predicted: odd, Actual: odd ✓
Number: -58012, Predicted: even, Actual: even ✓
Number: -830108, Predicted: even, Actual: even ✓
Number: -698760, Predicted: even, Actual: even ✓
Number: -774457, Predicted: odd, Actual: odd ✓
Number: -53802, Predicted: even, Actual: even ✓
Number: -488791, Predicted: odd, Actual: odd ✓
Number: -404240, Predicted: even, Actual: even ✓
Number: -8181, Predicted: odd, Actual: odd ✓
Number: -629191, Predicted: odd, Actual: odd ✓
Number: -650131, Predicted: odd, Actual: odd ✓
Number: 0, Predicted: even, Actual: even ✓
Number: 461073, Predicted: odd, Actual: odd ✓
Number: -931034, Predicted: even, Actual: even ✓
Number: 462088, Predicted: even, Actual: even ✓
Number: -851596, Predicted: even, Actual: even ✓
Number: 260538, Predicted: even, Actual: even ✓
Number: 276923, Predicted: odd, Actual: odd ✓
Number: -416082, Predicted: even, Actual: even ✓
Number: -775920, Predicted: even, Actual: even ✓
Number: 886350, Predicted: even, Actual: even ✓
Number: -383255, Predicted: odd, Actual: odd ✓
Number: -741067, Predicted: odd, Actual: odd ✓
Number: 195286, Predicted: even, Actual: even ✓
Number: -556347, Predicted: odd, Actual: odd ✓
Number: -349105, Predicted: odd, Actual: odd ✓
Number: -887083, Predicted: odd, Actual: odd ✓
Number: 797637, Predicted: odd, Actual: odd ✓
Number: -909542, Predicted: even, Actual: even ✓
Number: 672293, Predicted: odd, Actual: odd ✓
Number: 485947, Predicted: odd, Actual: odd ✓
Number: 753008, Predicted: even, Actual: even ✓
Number: -193902, Predicted: even, Actual: even ✓
Number: -686342, Predicted: even, Actual: even ✓
Number: 445593, Predicted: odd, Actual: odd ✓
Number: -55566, Predicted: even, Actual: even ✓
Number: -1, Predicted: odd, Actual: odd ✓
Number: -951327, Predicted: odd, Actual: odd ✓
Number: 564335, Predicted: odd, Actual: odd ✓
Number: 161323, Predicted: odd, Actual: odd ✓
Number: -848895, Predicted: odd, Actual: odd ✓
Number: -406659, Predicted: odd, Actual: odd ✓
Number: -888325, Predicted: odd, Actual: odd ✓
Number: 107438, Predicted: even, Actual: even ✓
Number: -704637, Predicted: odd, Actual: odd ✓
Number: -401813, Predicted: odd, Actual: odd ✓
Number: -619399, Predicted: odd, Actual: odd ✓
Number: -671265, Predicted: odd, Actual: odd ✓
Number: 355629, Predicted: odd, Actual: odd ✓
Number: -268375, Predicted: odd, Actual: odd ✓
Number: 841699, Predicted: odd, Actual: odd ✓
Number: -620932, Predicted: even, Actual: even ✓
Number: 845312, Predicted: even, Actual: even ✓
Number: 425451, Predicted: odd, Actual: odd ✓
Number: 167499, Predicted: odd, Actual: odd ✓
Number: -904945, Predicted: odd, Actual: odd ✓
Number: -35527, Predicted: odd, Actual: odd ✓
Number: -396853, Predicted: odd, Actual: odd ✓
Number: -98201, Predicted: odd, Actual: odd ✓
Number: -350725, Predicted: odd, Actual: odd ✓
Number: 523895, Predicted: odd, Actual: odd ✓
Number: 614187, Predicted: odd, Actual: odd ✓
Number: 3604, Predicted: even, Actual: even ✓
Number: 234318, Predicted: even, Actual: even ✓
Number: 922232, Predicted: even, Actual: even ✓
Number: -740265, Predicted: odd, Actual: odd ✓
Number: -523936, Predicted: even, Actual: even ✓
Number: -182730, Predicted: even, Actual: even ✓
Number: 21835, Predicted: odd, Actual: odd ✓
Number: -661240, Predicted: even, Actual: even ✓
Number: 951187, Predicted: odd, Actual: odd ✓
Number: -107111, Predicted: odd, Actual: odd ✓
Number: -907887, Predicted: odd, Actual: odd ✓
Number: 682605, Predicted: odd, Actual: odd ✓
Number: -790187, Predicted: odd, Actual: odd ✓
Number: 408724, Predicted: even, Actual: even ✓
Number: -985243, Predicted: odd, Actual: odd ✓
Number: -279575, Predicted: odd, Actual: odd ✓
Number: -713097, Predicted: odd, Actual: odd ✓
Number: -669209, Predicted: odd, Actual: odd ✓
Number: 767129, Predicted: odd, Actual: odd ✓
Number: 579028, Predicted: even, Actual: even ✓
Number: 724348, Predicted: even, Actual: even ✓
Number: 21503, Predicted: odd, Actual: odd ✓
Number: 370455, Predicted: odd, Actual: odd ✓
Number: -663285, Predicted: odd, Actual: odd ✓
Number: 9811, Predicted: odd, Actual: odd ✓
Number: -484267, Predicted: odd, Actual: odd ✓
Number: -517526, Predicted: even, Actual: even ✓
Number: -977059, Predicted: odd, Actual: odd ✓
Number: 852990, Predicted: even, Actual: even ✓
Number: -843767, Predicted: odd, Actual: odd ✓
Number: -590552, Predicted: even, Actual: even ✓
Number: 329781, Predicted: odd, Actual: odd ✓
Number: -755754, Predicted: even, Actual: even ✓
Number: -880251, Predicted: odd, Actual: odd ✓
Number: 662582, Predicted: even, Actual: even ✓
Number: 336581, Predicted: odd, Actual: odd ✓
Number: 233303, Predicted: odd, Actual: odd ✓
Number: -584810, Predicted: even, Actual: even ✓
Number: -848094, Predicted: even, Actual: even ✓
Number: -816599, Predicted: odd, Actual: odd ✓
Number: -178351, Predicted: odd, Actual: odd ✓
Number: 81558, Predicted: even, Actual: even ✓
Number: -702290, Predicted: even, Actual: even ✓
Number: -669551, Predicted: odd, Actual: odd ✓
Number: -182071, Predicted: odd, Actual: odd ✓
Number: -167877, Predicted: odd, Actual: odd ✓
Number: 413362, Predicted: even, Actual: even ✓
Number: 302480, Predicted: even, Actual: even ✓
Number: -633042, Predicted: even, Actual: even ✓
Number: 38088, Predicted: even, Actual: even ✓
Number: -56837, Predicted: odd, Actual: odd ✓
Number: -539435, Predicted: odd, Actual: odd ✓
Number: -440799, Predicted: odd, Actual: odd ✓
Number: -247773, Predicted: odd, Actual: odd ✓
Number: -930343, Predicted: odd, Actual: odd ✓
Number: 517958, Predicted: even, Actual: even ✓
Number: -509856, Predicted: even, Actual: even ✓
Number: -433977, Predicted: odd, Actual: odd ✓
Number: -821145, Predicted: odd, Actual: odd ✓
Number: 121610, Predicted: even, Actual: even ✓
Number: -120939, Predicted: odd, Actual: odd ✓
Number: -499840, Predicted: even, Actual: even ✓
Number: -695004, Predicted: even, Actual: even ✓
Number: -840406, Predicted: even, Actual: even ✓
Number: -241792, Predicted: even, Actual: even ✓
Number: -170308, Predicted: even, Actual: even ✓
Number: 137581, Predicted: odd, Actual: odd ✓
Number: -24871, Predicted: odd, Actual: odd ✓
Number: -13057, Predicted: odd, Actual: odd ✓
Number: 816771, Predicted: odd, Actual: odd ✓
Number: -256087, Predicted: odd, Actual: odd ✓
Number: -818287, Predicted: odd, Actual: odd ✓
Number: -241393, Predicted: odd, Actual: odd ✓
Number: -286860, Predicted: even, Actual: even ✓
Number: -973008, Predicted: even, Actual: even ✓
Number: -807635, Predicted: odd, Actual: odd ✓
Number: 166114, Predicted: even, Actual: even ✓
Number: -633307, Predicted: odd, Actual: odd ✓
Number: -540226, Predicted: even, Actual: even ✓
Number: -761427, Predicted: odd, Actual: odd ✓
Number: -792294, Predicted: even, Actual: even ✓
Number: -174679, Predicted: odd, Actual: odd ✓
Number: -409895, Predicted: odd, Actual: odd ✓
Number: 153988, Predicted: even, Actual: even ✓
Number: 134967, Predicted: odd, Actual: odd ✓
Number: 350245, Predicted: odd, Actual: odd ✓
Number: -171808, Predicted: even, Actual: even ✓
Number: 753427, Predicted: odd, Actual: odd ✓
Number: 681466, Predicted: even, Actual: even ✓
Number: -552408, Predicted: even, Actual: even ✓
Number: 799726, Predicted: even, Actual: even ✓
Number: -222270, Predicted: even, Actual: even ✓
Number: -900976, Predicted: even, Actual: even ✓
Number: 190749, Predicted: odd, Actual: odd ✓
Number: 528441, Predicted: odd, Actual: odd ✓
Number: -218583, Predicted: odd, Actual: odd ✓
Number: 211820, Predicted: even, Actual: even ✓
Number: -51601, Predicted: odd, Actual: odd ✓
Number: 341263, Predicted: odd, Actual: odd ✓
Number: 902697, Predicted: odd, Actual: odd ✓
Number: 898254, Predicted: even, Actual: even ✓
Number: 100572, Predicted: even, Actual: even ✓
Number: -595390, Predicted: even, Actual: even ✓
Number: 628004, Predicted: even, Actual: even ✓
Number: 397513, Predicted: odd, Actual: odd ✓
Number: -607854, Predicted: even, Actual: even ✓
Number: 136253, Predicted: odd, Actual: odd ✓
Number: -86335, Predicted: odd, Actual: odd ✓
Number: 848697, Predicted: odd, Actual: odd ✓
Number: -440981, Predicted: odd, Actual: odd ✓
Number: -794210, Predicted: even, Actual: even ✓
Number: -820390, Predicted: even, Actual: even ✓
Number: 936276, Predicted: even, Actual: even ✓
Number: 21265, Predicted: odd, Actual: odd ✓
Number: -110211, Predicted: odd, Actual: odd ✓
Number: 732403, Predicted: odd, Actual: odd ✓
Number: 826390, Predicted: even, Actual: even ✓
Number: 199200, Predicted: even, Actual: even ✓
Number: 612433, Predicted: odd, Actual: odd ✓
Number: -100847, Predicted: odd, Actual: odd ✓
Number: -412756, Predicted: even, Actual: even ✓
Number: -789597, Predicted: odd, Actual: odd ✓
Number: -95136, Predicted: even, Actual: even ✓
Number: -93363, Predicted: odd, Actual: odd ✓
Number: 91564, Predicted: even, Actual: even ✓
Number: -380458, Predicted: even, Actual: even ✓
Number: 857800, Predicted: even, Actual: even ✓
Number: 169301, Predicted: odd, Actual: odd ✓
Number: -247941, Predicted: odd, Actual: odd ✓
Number: 349570, Predicted: even, Actual: even ✓
Number: -745207, Predicted: odd, Actual: odd ✓
Number: 903861, Predicted: odd, Actual: odd ✓
Number: -182787, Predicted: odd, Actual: odd ✓
Number: -925496, Predicted: even, Actual: even ✓
Number: -7000, Predicted: even, Actual: even ✓
Number: 96176, Predicted: even, Actual: even ✓
Number: -484201, Predicted: odd, Actual: odd ✓
Number: 807316, Predicted: even, Actual: even ✓
Number: -765163, Predicted: odd, Actual: odd ✓
Number: -380641, Predicted: odd, Actual: odd ✓
Number: -780503, Predicted: odd, Actual: odd ✓
Number: 174310, Predicted: even, Actual: even ✓
Number: -497346, Predicted: even, Actual: even ✓
Number: -236388, Predicted: even, Actual: even ✓
Number: -781070, Predicted: even, Actual: even ✓
Number: -967701, Predicted: odd, Actual: odd ✓
Number: -183266, Predicted: even, Actual: even ✓
Number: -306025, Predicted: odd, Actual: odd ✓
Number: 994795, Predicted: odd, Actual: odd ✓
Number: -548169, Predicted: odd, Actual: odd ✓
Number: -384094, Predicted: even, Actual: even ✓
Number: -907049, Predicted: odd, Actual: odd ✓
Number: 552147, Predicted: odd, Actual: odd ✓
Number: -410026, Predicted: even, Actual: even ✓
Number: 866569, Predicted: odd, Actual: odd ✓
Number: -176795, Predicted: odd, Actual: odd ✓
Number: 585226, Predicted: even, Actual: even ✓
Number: -628990, Predicted: even, Actual: even ✓
Number: 500359, Predicted: odd, Actual: odd ✓
Number: 430386, Predicted: even, Actual: even ✓
Number: -20412, Predicted: even, Actual: even ✓
Number: -514522, Predicted: even, Actual: even ✓
Number: -763162, Predicted: even, Actual: even ✓
Number: 386620, Predicted: even, Actual: even ✓
Number: 889542, Predicted: even, Actual: even ✓
Number: -181450, Predicted: even, Actual: even ✓
Number: 496573, Predicted: odd, Actual: odd ✓
Number: 205140, Predicted: even, Actual: even ✓
Number: -553412, Predicted: even, Actual: even ✓
Number: 723961, Predicted: odd, Actual: odd ✓
Number: -398628, Predicted: even, Actual: even ✓
Number: 845358, Predicted: even, Actual: even ✓
Number: -494741, Predicted: odd, Actual: odd ✓
Number: 311396, Predicted: even, Actual: even ✓
Number: -731921, Predicted: odd, Actual: odd ✓
Number: -955261, Predicted: odd, Actual: odd ✓
Number: -339788, Predicted: even, Actual: even ✓
Number: -180462, Predicted: even, Actual: even ✓
Number: 372742, Predicted: even, Actual: even ✓
Number: 665546, Predicted: even, Actual: even ✓
Number: 115356, Predicted: even, Actual: even ✓
Number: -207993, Predicted: odd, Actual: odd ✓
Number: 64219, Predicted: odd, Actual: odd ✓
Number: 67449, Predicted: odd, Actual: odd ✓
Number: -62073, Predicted: odd, Actual: odd ✓
Number: 24425, Predicted: odd, Actual: odd ✓
Number: 865734, Predicted: even, Actual: even ✓
Number: 992579, Predicted: odd, Actual: odd ✓
Number: -47189, Predicted: odd, Actual: odd ✓
Number: 247776, Predicted: even, Actual: even ✓
Number: 973894, Predicted: even, Actual: even ✓
Number: -241034, Predicted: even, Actual: even ✓
Number: -983340, Predicted: even, Actual: even ✓
Number: -145202, Predicted: even, Actual: even ✓
Number: 282577, Predicted: odd, Actual: odd ✓
Number: 326869, Predicted: odd, Actual: odd ✓
Number: -19609, Predicted: odd, Actual: odd ✓
Number: -531853, Predicted: odd, Actual: odd ✓
Number: -165260, Predicted: even, Actual: even ✓
Number: 820372, Predicted: even, Actual: even ✓
Number: 407715, Predicted: odd, Actual: odd ✓
Number: 855014, Predicted: even, Actual: even ✓
Number: -581900, Predicted: even, Actual: even ✓
Number: -657379, Predicted: odd, Actual: odd ✓
Number: -49756, Predicted: even, Actual: even ✓
Number: -532258, Predicted: even, Actual: even ✓
Number: -535251, Predicted: odd, Actual: odd ✓
Number: -224699, Predicted: odd, Actual: odd ✓
Number: 206276, Predicted: even, Actual: even ✓
Number: -131838, Predicted: even, Actual: even ✓
Number: 55022, Predicted: even, Actual: even ✓
Number: 388668, Predicted: even, Actual: even ✓
Number: -976461, Predicted: odd, Actual: odd ✓
Number: -327283, Predicted: odd, Actual: odd ✓
Number: -356458, Predicted: even, Actual: even ✓
Number: -569348, Predicted: even, Actual: even ✓
Number: -251161, Predicted: odd, Actual: odd ✓
Number: -471534, Predicted: even, Actual: even ✓
Number: -834792, Predicted: even, Actual: even ✓
Number: 213541, Predicted: odd, Actual: odd ✓
Number: -707616, Predicted: even, Actual: even ✓
Number: -266510, Predicted: even, Actual: even ✓
Number: 483559, Predicted: odd, Actual: odd ✓
Number: -255040, Predicted: even, Actual: even ✓
Number: -914048, Predicted: even, Actual: even ✓
Number: 570360, Predicted: even, Actual: even ✓
Number: -1000000, Predicted: even, Actual: even ✓
Number: -79193, Predicted: odd, Actual: odd ✓
Number: -915587, Predicted: odd, Actual: odd ✓
Number: -838361, Predicted: odd, Actual: odd ✓
Number: -393263, Predicted: odd, Actual: odd ✓
Number: -857581, Predicted: odd, Actual: odd ✓
Number: -342614, Predicted: even, Actual: even ✓
Number: 542597, Predicted: odd, Actual: odd ✓
Number: 811874, Predicted: even, Actual: even ✓
Number: 977345, Predicted: odd, Actual: odd ✓
Number: -11369, Predicted: odd, Actual: odd ✓
Number: -34773, Predicted: odd, Actual: odd ✓
Number: -226611, Predicted: odd, Actual: odd ✓
Number: -218762, Predicted: even, Actual: even ✓
Number: -398677, Predicted: odd, Actual: odd ✓
Number: -667689, Predicted: odd, Actual: odd ✓
Number: -880765, Predicted: odd, Actual: odd ✓
Number: 265695, Predicted: odd, Actual: odd ✓
Number: -374628, Predicted: even, Actual: even ✓
Number: -698710, Predicted: even, Actual: even ✓
Number: -38780, Predicted: even, Actual: even ✓
Number: -805207, Predicted: odd, Actual: odd ✓
Number: -85694, Predicted: even, Actual: even ✓
Number: -674275, Predicted: odd, Actual: odd ✓
Number: 35080, Predicted: even, Actual: even ✓
Number: -361322, Predicted: even, Actual: even ✓
Number: -906646, Predicted: even, Actual: even ✓
Number: -285322, Predicted: even, Actual: even ✓
Number: -703711, Predicted: odd, Actual: odd ✓
Number: -82109, Predicted: odd, Actual: odd ✓
Number: -7205, Predicted: odd, Actual: odd ✓
Number: 458750, Predicted: even, Actual: even ✓
Number: -597762, Predicted: even, Actual: even ✓
Number: 22230, Predicted: even, Actual: even ✓
Number: 733252, Predicted: even, Actual: even ✓
Number: 521045, Predicted: odd, Actual: odd ✓
Number: -392693, Predicted: odd, Actual: odd ✓
Number: 497892, Predicted: even, Actual: even ✓
Number: 250754, Predicted: even, Actual: even ✓
Number: -847021, Predicted: odd, Actual: odd ✓
Number: 654767, Predicted: odd, Actual: odd ✓
Number: 394370, Predicted: even, Actual: even ✓
Number: 171307, Predicted: odd, Actual: odd ✓
Number: 925572, Predicted: even, Actual: even ✓
Number: -150826, Predicted: even, Actual: even ✓
Number: 733967, Predicted: odd, Actual: odd ✓
Number: 75617, Predicted: odd, Actual: odd ✓
Number: -599050, Predicted: even, Actual: even ✓
Number: 79177, Predicted: odd, Actual: odd ✓
Number: -329759, Predicted: odd, Actual: odd ✓
Number: 887338, Predicted: even, Actual: even ✓
Number: -70242, Predicted: even, Actual: even ✓
Number: 236628, Predicted: even, Actual: even ✓
Number: -747436, Predicted: even, Actual: even ✓
Number: -305926, Predicted: even, Actual: even ✓
Number: 105999, Predicted: odd, Actual: odd ✓
Number: 647932, Predicted: even, Actual: even ✓
Number: -350778, Predicted: even, Actual: even ✓
Number: -34134, Predicted: even, Actual: even ✓
Number: 87955, Predicted: odd, Actual: odd ✓
Number: -587593, Predicted: odd, Actual: odd ✓
Number: -974060, Predicted: even, Actual: even ✓
Number: 130529, Predicted: odd, Actual: odd ✓
Number: -845630, Predicted: even, Actual: even ✓
Number: -535728, Predicted: even, Actual: even ✓
Number: 784243, Predicted: odd, Actual: odd ✓
Number: 142163, Predicted: odd, Actual: odd ✓
Number: -972566, Predicted: even, Actual: even ✓
Number: -791947, Predicted: odd, Actual: odd ✓
Number: -924146, Predicted: even, Actual: even ✓
Number: -136750, Predicted: even, Actual: even ✓
Number: -27480, Predicted: even, Actual: even ✓
Number: 715324, Predicted: even, Actual: even ✓
Number: 84522, Predicted: even, Actual: even ✓
Number: -83711, Predicted: odd, Actual: odd ✓
Number: 115219, Predicted: odd, Actual: odd ✓
Number: -287452, Predicted: even, Actual: even ✓
Number: -452813, Predicted: odd, Actual: odd ✓
Number: -273625, Predicted: odd, Actual: odd ✓
Number: 356621, Predicted: odd, Actual: odd ✓
Number: 22456, Predicted: even, Actual: even ✓
Number: -313532, Predicted: even, Actual: even ✓
Number: -345598, Predicted: even, Actual: even ✓
Number: -104987, Predicted: odd, Actual: odd ✓
Number: -882041, Predicted: odd, Actual: odd ✓
Number: 785846, Predicted: even, Actual: even ✓
Number: 413369, Predicted: odd, Actual: odd ✓
Number: -255023, Predicted: odd, Actual: odd ✓
Number: -613019, Predicted: odd, Actual: odd ✓
Number: -412835, Predicted: odd, Actual: odd ✓
Number: 527665, Predicted: odd, Actual: odd ✓
Number: -232811, Predicted: odd, Actual: odd ✓
Number: -141940, Predicted: even, Actual: even ✓
Number: -697324, Predicted: even, Actual: even ✓
Number: -626202, Predicted: even, Actual: even ✓
Number: 314595, Predicted: odd, Actual: odd ✓
Number: 5569, Predicted: odd, Actual: odd ✓
Number: -639916, Predicted: even, Actual: even ✓
Number: -421978, Predicted: even, Actual: even ✓
Number: -433605, Predicted: odd, Actual: odd ✓
Number: -618811, Predicted: odd, Actual: odd ✓
Number: 848589, Predicted: odd, Actual: odd ✓
Number: -464863, Predicted: odd, Actual: odd ✓
Number: -542529, Predicted: odd, Actual: odd ✓
Number: -781551, Predicted: odd, Actual: odd ✓
Number: -972697, Predicted: odd, Actual: odd ✓
Number: -667490, Predicted: even, Actual: even ✓
Number: -52977, Predicted: odd, Actual: odd ✓
Number: -376208, Predicted: even, Actual: even ✓
Number: -555699, Predicted: odd, Actual: odd ✓
Number: 532101, Predicted: odd, Actual: odd ✓
Number: 223064, Predicted: even, Actual: even ✓
Number: 547204, Predicted: even, Actual: even ✓
Number: -27528, Predicted: even, Actual: even ✓
Number: -540390, Predicted: even, Actual: even ✓
Number: -510509, Predicted: odd, Actual: odd ✓
Number: 392676, Predicted: even, Actual: even ✓
Number: 737870, Predicted: even, Actual: even ✓
Number: 427958, Predicted: even, Actual: even ✓
Number: -526503, Predicted: odd, Actual: odd ✓
Number: 455070, Predicted: even, Actual: even ✓
Number: 234410, Predicted: even, Actual: even ✓
Number: 361270, Predicted: even, Actual: even ✓
Number: -675125, Predicted: odd, Actual: odd ✓
Number: -91201, Predicted: odd, Actual: odd ✓
Number: -387815, Predicted: odd, Actual: odd ✓
Number: -868376, Predicted: even, Actual: even ✓
Number: -744689, Predicted: odd, Actual: odd ✓
Number: -892306, Predicted: even, Actual: even ✓
Number: 272519, Predicted: odd, Actual: odd ✓
Number: 763202, Predicted: even, Actual: even ✓
Number: 150227, Predicted: odd, Actual: odd ✓
Number: -75002, Predicted: even, Actual: even ✓
Number: -170216, Predicted: even, Actual: even ✓
Number: -417598, Predicted: even, Actual: even ✓
Number: 811286, Predicted: even, Actual: even ✓
Number: -384555, Predicted: odd, Actual: odd ✓
Number: 792700, Predicted: even, Actual: even ✓
Number: -957551, Predicted: odd, Actual: odd ✓
Number: -593101, Predicted: odd, Actual: odd ✓
Number: -969201, Predicted: odd, Actual: odd ✓
Number: -559453, Predicted: odd, Actual: odd ✓
Number: -768370, Predicted: even, Actual: even ✓
Number: 739484, Predicted: even, Actual: even ✓
Number: -93542, Predicted: even, Actual: even ✓
Number: 919973, Predicted: odd, Actual: odd ✓
Number: 184151, Predicted: odd, Actual: odd ✓
Number: -894135, Predicted: odd, Actual: odd ✓
Number: -101791, Predicted: odd, Actual: odd ✓
Number: -407999, Predicted: odd, Actual: odd ✓
Number: 318882, Predicted: even, Actual: even ✓
Number: 905250, Predicted: even, Actual: even ✓
Number: -726802, Predicted: even, Actual: even ✓
Number: 94823, Predicted: odd, Actual: odd ✓
Number: 663417, Predicted: odd, Actual: odd ✓
Number: -153623, Predicted: odd, Actual: odd ✓
Number: -878653, Predicted: odd, Actual: odd ✓
Number: 91152, Predicted: even, Actual: even ✓
Number: 556307, Predicted: odd, Actual: odd ✓
Number: 212181, Predicted: odd, Actual: odd ✓
Number: -386889, Predicted: odd, Actual: odd ✓
Number: 371997, Predicted: odd, Actual: odd ✓
Number: 848245, Predicted: odd, Actual: odd ✓
Number: 611366, Predicted: even, Actual: even ✓
Number: -791398, Predicted: even, Actual: even ✓
Number: -275748, Predicted: even, Actual: even ✓
Number: 140929, Predicted: odd, Actual: odd ✓
Number: -102692, Predicted: even, Actual: even ✓
Number: -170896, Predicted: even, Actual: even ✓
Number: 328281, Predicted: odd, Actual: odd ✓
Number: 203162, Predicted: even, Actual: even ✓
Number: 896048, Predicted: even, Actual: even ✓
Number: -317226, Predicted: even, Actual: even ✓
Number: -270113, Predicted: odd, Actual: odd ✓
Number: 549829, Predicted: odd, Actual: odd ✓
Number: 590600, Predicted: even, Actual: even ✓
Number: 939903, Predicted: odd, Actual: odd ✓
Number: -753268, Predicted: even, Actual: even ✓
Number: -872051, Predicted: odd, Actual: odd ✓
Number: -202963, Predicted: odd, Actual: odd ✓
Number: -966834, Predicted: even, Actual: even ✓
Number: -420980, Predicted: even, Actual: even ✓
Number: 785464, Predicted: even, Actual: even ✓
Number: -713030, Predicted: even, Actual: even ✓
Number: 615762, Predicted: even, Actual: even ✓
Number: -112108, Predicted: even, Actual: even ✓
Number: 202389, Predicted: odd, Actual: odd ✓
Number: 646080, Predicted: even, Actual: even ✓
Number: -36006, Predicted: even, Actual: even ✓
Number: -194896, Predicted: even, Actual: even ✓
Number: -198676, Predicted: even, Actual: even ✓
Number: 910037, Predicted: odd, Actual: odd ✓
Number: 736727, Predicted: odd, Actual: odd ✓
Number: -909488, Predicted: even, Actual: even ✓
Number: -25371, Predicted: odd, Actual: odd ✓
Number: -989867, Predicted: odd, Actual: odd ✓
Number: 974332, Predicted: even, Actual: even ✓
Number: -658364, Predicted: even, Actual: even ✓
Number: -701514, Predicted: even, Actual: even ✓
Number: -386008, Predicted: even, Actual: even ✓
Number: 501203, Predicted: odd, Actual: odd ✓
Number: -790544, Predicted: even, Actual: even ✓
Number: -278648, Predicted: even, Actual: even ✓
Number: -596575, Predicted: odd, Actual: odd ✓
Number: -389012, Predicted: even, Actual: even ✓
Number: -484614, Predicted: even, Actual: even ✓
Number: 137214, Predicted: even, Actual: even ✓
Number: -429841, Predicted: odd, Actual: odd ✓
Number: 5240, Predicted: even, Actual: even ✓
Number: 292399, Predicted: odd, Actual: odd ✓
Number: 82933, Predicted: odd, Actual: odd ✓
Number: 93368, Predicted: even, Actual: even ✓
Number: -32063, Predicted: odd, Actual: odd ✓
Number: -48734, Predicted: even, Actual: even ✓
Number: -756247, Predicted: odd, Actual: odd ✓
Number: 694952, Predicted: even, Actual: even ✓
Number: 448483, Predicted: odd, Actual: odd ✓
Number: 254567, Predicted: odd, Actual: odd ✓
Number: -727209, Predicted: odd, Actual: odd ✓
Number: -568022, Predicted: even, Actual: even ✓
Number: -538054, Predicted: even, Actual: even ✓
Number: -688986, Predicted: even, Actual: even ✓
Number: -163339, Predicted: odd, Actual: odd ✓
Number: 848842, Predicted: even, Actual: even ✓
Number: -848624, Predicted: even, Actual: even ✓
Number: 623, Predicted: odd, Actual: odd ✓
Number: 93742, Predicted: even, Actual: even ✓
Number: 289601, Predicted: odd, Actual: odd ✓
Number: 105035, Predicted: odd, Actual: odd ✓
Number: -701063, Predicted: odd, Actual: odd ✓
Number: 267171, Predicted: odd, Actual: odd ✓
Number: -510657, Predicted: odd, Actual: odd ✓
Number: -702678, Predicted: even, Actual: even ✓
Number: -904070, Predicted: even, Actual: even ✓
Number: -694887, Predicted: odd, Actual: odd ✓
Number: -27663, Predicted: odd, Actual: odd ✓
Number: -759084, Predicted: even, Actual: even ✓
Number: -669798, Predicted: even, Actual: even ✓
Number: 429198, Predicted: even, Actual: even ✓
Number: -655552, Predicted: even, Actual: even ✓
Number: -246051, Predicted: odd, Actual: odd ✓
Number: -498357, Predicted: odd, Actual: odd ✓
Number: -560920, Predicted: even, Actual: even ✓
Number: -162965, Predicted: odd, Actual: odd ✓
Number: -245478, Predicted: even, Actual: even ✓
Number: -903484, Predicted: even, Actual: even ✓
Number: -855855, Predicted: odd, Actual: odd ✓
